repair_pack,batch_index,seed_ordinal,slug,title_en,title_zh_seed,title_zh_cleaned,soc_code_seed,onet_code_seed,cn_priority_queries,cn_required_capture,us_official_priority,uk_priority,risk_flags
pack_1,201,188,compliance-managers,Compliance Managers,合规经理,合规经理,11-9199,11-9199.02,合规经理 工资 职友集 | 合规经理 薪资 猎聘 | 合规经理 月薪 BOSS 智联 | Compliance Managers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes119199.htm | https://www.mynextmove.org/profile/summary/11-9199.02 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Compliance Managers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_1,202,189,compliance-officers,Compliance officers,合规专员,合规专员,,,合规专员 工资 职友集 | 合规专员 薪资 猎聘 | 合规专员 月薪 BOSS 智联 | Compliance officers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Compliance officers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",missing_seed_soc
pack_1,203,190,computer-and-information-research-scientists,Computer and information research scientists,计算机与信息研究科学家适合谁？,计算机与信息研究科学家,15-1221,15-1221.00,计算机与信息研究科学家 工资 职友集 | 计算机与信息研究科学家 薪资 猎聘 | 计算机与信息研究科学家 月薪 BOSS 智联 | Computer and information research scientists 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes151221.htm | https://www.mynextmove.org/profile/summary/15-1221.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer and information research scientists"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_1,204,191,computer-and-information-systems-managers,Computer and information systems managers,计算机与信息系统经理适合谁？,计算机与信息系统经理,11-3021,11-3021.00,计算机与信息系统经理 工资 职友集 | 计算机与信息系统经理 薪资 猎聘 | 计算机与信息系统经理 月薪 BOSS 智联 | Computer and information systems managers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes113021.htm | https://www.mynextmove.org/profile/summary/11-3021.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer and information systems managers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_1,205,192,computer-hardware-engineers,Computer hardware engineers,计算机硬件工程师,计算机硬件工程师,,,计算机硬件工程师 工资 职友集 | 计算机硬件工程师 薪资 猎聘 | 计算机硬件工程师 月薪 BOSS 智联 | Computer hardware engineers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer hardware engineers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",missing_seed_soc
pack_1,206,193,computer-network-architects,Computer Network Architects,计算机网络架构师,计算机网络架构师,15-1241,15-1241.00,计算机网络架构师 工资 职友集 | 计算机网络架构师 薪资 猎聘 | 计算机网络架构师 月薪 BOSS 智联 | Computer Network Architects 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes151241.htm | https://www.mynextmove.org/profile/summary/15-1241.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer Network Architects"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_1,207,194,computer-network-support-specialists,Computer Network Support Specialists,专家计算机,专家计算机,15-1231,15-1231.00,专家计算机 工资 职友集 | 专家计算机 薪资 猎聘 | 专家计算机 月薪 BOSS 智联 | Computer Network Support Specialists 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes151231.htm | https://www.mynextmove.org/profile/summary/15-1231.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer Network Support Specialists"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
pack_1,208,195,computer-numerically-controlled-tool-operators,Computer Numerically Controlled Tool Operators,操作员计算机,操作员计算机,51-9161,51-9161.00,操作员计算机 工资 职友集 | 操作员计算机 薪资 猎聘 | 操作员计算机 月薪 BOSS 智联 | Computer Numerically Controlled Tool Operators 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes519161.htm | https://www.mynextmove.org/profile/summary/51-9161.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer Numerically Controlled Tool Operators"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
pack_1,209,196,computer-numerically-controlled-tool-programmers,Computer Numerically Controlled Tool Programmers,计算机,计算机,51-9162,51-9162.00,计算机 工资 职友集 | 计算机 薪资 猎聘 | 计算机 月薪 BOSS 智联 | Computer Numerically Controlled Tool Programmers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes519162.htm | https://www.mynextmove.org/profile/summary/51-9162.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer Numerically Controlled Tool Programmers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
pack_1,210,198,computer-science-teachers-postsecondary,"Computer Science Teachers, Postsecondary",教师计算机,教师计算机,25-1021,25-1021.00,"教师计算机 工资 职友集 | 教师计算机 薪资 猎聘 | 教师计算机 月薪 BOSS 智联 | Computer Science Teachers, Postsecondary 中国 招聘 薪资",specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes251021.htm | https://www.mynextmove.org/profile/summary/25-1021.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Computer Science Teachers, Postsecondary"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
