repair_pack,batch_index,seed_ordinal,slug,title_en,title_zh_seed,title_zh_cleaned,soc_code_seed,onet_code_seed,cn_priority_queries,cn_required_capture,us_official_priority,uk_priority,risk_flags
pack_4,231,219,cooling-and-freezing-equipment-operators-and-tenders,Cooling And Freezing Equipment Operators And Tenders,设备操作员看护员,设备操作员看护员,51-9193,51-9193.00,设备操作员看护员 工资 职友集 | 设备操作员看护员 薪资 猎聘 | 设备操作员看护员 月薪 BOSS 智联 | Cooling And Freezing Equipment Operators And Tenders 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes519193.htm | https://www.mynextmove.org/profile/summary/51-9193.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Cooling And Freezing Equipment Operators And Tenders"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,232,220,coroners,Coroners,验尸官,验尸官,13-1041,13-1041.06,验尸官 工资 职友集 | 验尸官 薪资 猎聘 | 验尸官 月薪 BOSS 智联 | Coroners 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes131041.htm | https://www.mynextmove.org/profile/summary/13-1041.06 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Coroners"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
pack_4,233,221,correctional-officers,Correctional officers and bailiffs,惩教官与法警适合谁？,惩教官与法警,33-3012,33-3012.00,惩教官与法警 工资 职友集 | 惩教官与法警 薪资 猎聘 | 惩教官与法警 月薪 BOSS 智联 | Correctional officers and bailiffs 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes333012.htm | https://www.mynextmove.org/profile/summary/33-3012.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Correctional officers and bailiffs"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,234,222,correspondence-clerks,Correspondence Clerks,通信文员,通信文员,43-4021,43-4021.00,通信文员 工资 职友集 | 通信文员 薪资 猎聘 | 通信文员 月薪 BOSS 智联 | Correspondence Clerks 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes434021.htm | https://www.mynextmove.org/profile/summary/43-4021.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Correspondence Clerks"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,235,223,cost-estimators,Cost Estimators,成本估算师,成本估算师,13-1051,13-1051.00,成本估算师 工资 职友集 | 成本估算师 薪资 猎聘 | 成本估算师 月薪 BOSS 智联 | Cost Estimators 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes131051.htm | https://www.mynextmove.org/profile/summary/13-1051.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Cost Estimators"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,236,224,costume-attendants,Costume Attendants,服装服务员,服装服务员,39-3092,39-3092.00,服装服务员 工资 职友集 | 服装服务员 薪资 猎聘 | 服装服务员 月薪 BOSS 智联 | Costume Attendants 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes393092.htm | https://www.mynextmove.org/profile/summary/39-3092.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Costume Attendants"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,237,225,counter-and-rental-clerks,Counter And Rental Clerks,柜台租赁文员,柜台租赁文员,41-2021,41-2021.00,柜台租赁文员 工资 职友集 | 柜台租赁文员 薪资 猎聘 | 柜台租赁文员 月薪 BOSS 智联 | Counter And Rental Clerks 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes412021.htm | https://www.mynextmove.org/profile/summary/41-2021.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Counter And Rental Clerks"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,238,226,couriers-and-messengers,Couriers And Messengers,快递员,快递员,43-5021,43-5021.00,快递员 工资 职友集 | 快递员 薪资 猎聘 | 快递员 月薪 BOSS 智联 | Couriers And Messengers 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes435021.htm | https://www.mynextmove.org/profile/summary/43-5021.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Couriers And Messengers"" first; adjacent profile only with direct-not-found boundary and non-generic URL",zh_seed_title_needs_manual_cleaning
pack_4,239,227,court-reporters,Court reporters and simultaneous captioners,法庭记录员与实时字幕员适合谁？,法庭记录员与实时字幕员,27-3092,27-3092.00,法庭记录员与实时字幕员 工资 职友集 | 法庭记录员与实时字幕员 薪资 猎聘 | 法庭记录员与实时字幕员 月薪 BOSS 智联 | Court reporters and simultaneous captioners 中国 招聘 薪资,specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes273092.htm | https://www.mynextmove.org/profile/summary/27-3092.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Court reporters and simultaneous captioners"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
pack_4,240,228,court-municipal-and-license-clerks,"Court, Municipal, And License Clerks",法院、市政、执照文员,法院、市政、执照文员,43-4031,43-4031.00,"法院、市政、执照文员 工资 职友集 | 法院、市政、执照文员 薪资 猎聘 | 法院、市政、执照文员 月薪 BOSS 智联 | Court, Municipal, And License Clerks 中国 招聘 薪资",specific third-party URL with visible salary range/average/sample/distribution/job-posting text; no model-estimated CNY,https://www.bls.gov/oes/current/oes434031.htm | https://www.mynextmove.org/profile/summary/43-4031.00 | BLS OOH/CareerOneStop if direct profile exists,"UK National Careers direct search for ""Court, Municipal, And License Clerks"" first; adjacent profile only with direct-not-found boundary and non-generic URL",
