target_path,asset_kind,quality_gate,production_promotion_gate,robots_policy,sitemap_decision,llms_decision,gsc_decision,blockers
/zh/personality/istj-a,profile,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/istp-a,profile,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/isfp-a,profile,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/esfj-a,profile,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/intp-a,profile,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/intp-a-vs-intp-t,comparison,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/intj-vs-intp,comparison,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/entj-vs-intj,comparison,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/infj-vs-infp,comparison,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
/zh/personality/istj-vs-isfj,comparison,pass,blocked,"noindex,follow",hold_do_not_expand,hold_do_not_expand,not_in_scope_do_not_submit,production_promotion_not_completed;robots_noindex_follow;source_index_sitemap_llms_flags_false
