level,slug,locale,code,message
repair_required,accountants-and-auditors,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,accountants-and-auditors,en,score_rationale_missing,score_rationale must be an object
repair_required,actors,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,actors,en,score_rationale_missing,score_rationale must be an object
repair_required,actuaries,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,actuaries,en,score_rationale_missing,score_rationale must be an object
repair_required,acupuncturists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,acupuncturists,en,score_rationale_missing,score_rationale must be an object
repair_required,acute-care-nurses,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,acute-care-nurses,en,score_rationale_missing,score_rationale must be an object
repair_required,adapted-physical-education-specialists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,adapted-physical-education-specialists,en,score_rationale_missing,score_rationale must be an object
repair_required,adhesive-bonding-machine-operators-and-tenders,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,adhesive-bonding-machine-operators-and-tenders,en,score_rationale_missing,score_rationale must be an object
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,administrative-law-judges-adjudicators-and-hearing-officers,en,score_rationale_missing,score_rationale must be an object
repair_required,administrative-services-managers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,administrative-services-managers,en,score_rationale_missing,score_rationale must be an object
repair_required,adult-literacy-and-ged-teachers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,adult-literacy-and-ged-teachers,en,score_rationale_missing,score_rationale must be an object
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,adult-basic-education-adult-secondary-education-and-english-as-a-second-language-instructors,en,score_rationale_missing,score_rationale must be an object
repair_required,advanced-practice-psychiatric-nurses,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,advanced-practice-psychiatric-nurses,en,score_rationale_missing,score_rationale must be an object
repair_required,advertising-and-promotions-managers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,advertising-and-promotions-managers,en,score_rationale_missing,score_rationale must be an object
repair_required,advertising-sales-agents,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,advertising-sales-agents,en,score_rationale_missing,score_rationale must be an object
repair_required,advertising-promotions-and-marketing-managers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,advertising-promotions-and-marketing-managers,en,score_rationale_missing,score_rationale must be an object
repair_required,aerospace-engineering-and-operations-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aerospace-engineering-and-operations-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,aerospace-engineers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aerospace-engineers,en,score_rationale_missing,score_rationale must be an object
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agents-and-business-managers-of-artists-performers-and-athletes,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-and-food-science-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-and-food-science-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-and-food-scientists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-and-food-scientists,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-engineers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-engineers,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-equipment-operators,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-equipment-operators,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-inspectors,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-inspectors,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-sciences-teachers-postsecondary,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-sciences-teachers-postsecondary,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-workers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,agricultural-workers,en,score_rationale_missing,score_rationale must be an object
repair_required,air-crew-members,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,air-crew-members,en,score_rationale_missing,score_rationale must be an object
repair_required,air-crew-officers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,air-crew-officers,en,score_rationale_missing,score_rationale must be an object
repair_required,air-traffic-controllers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,air-traffic-controllers,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-and-avionics-equipment-mechanics-and-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-cargo-handling-supervisors,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-cargo-handling-supervisors,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-launch-and-recovery-officers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-launch-and-recovery-officers,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-launch-and-recovery-specialists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-launch-and-recovery-specialists,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-mechanics-and-service-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-mechanics-and-service-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-service-attendants,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-service-attendants,en,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,score_rationale_missing,score_rationale must be an object
repair_required,airfield-operations-specialists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,airfield-operations-specialists,en,score_rationale_missing,score_rationale must be an object
repair_required,airline-and-commercial-pilots,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,airline-and-commercial-pilots,en,score_rationale_missing,score_rationale must be an object
repair_required,airline-pilots-copilots-and-flight-engineers,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,airline-pilots-copilots-and-flight-engineers,en,score_rationale_missing,score_rationale must be an object
repair_required,allergists-and-immunologists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,allergists-and-immunologists,en,score_rationale_missing,score_rationale must be an object
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,score_rationale_missing,score_rationale must be an object
repair_required,amusement-and-recreation-attendants,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,amusement-and-recreation-attendants,en,score_rationale_missing,score_rationale must be an object
repair_required,anesthesiologist-assistants,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,anesthesiologist-assistants,en,score_rationale_missing,score_rationale must be an object
repair_required,anesthesiologists,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,anesthesiologists,en,score_rationale_missing,score_rationale must be an object
repair_required,animal-breeders,zh-CN,score_rationale_missing,score_rationale must be an object
repair_required,animal-breeders,en,score_rationale_missing,score_rationale must be an object
repair_required,animal-care-and-service-workers,zh-CN,score_rationale_missing,score_rationale must be an object
