original_url,normalized_canonical,locale,surface,entity_identity,source,http_status,render_status,robots,indexability,sitemap_membership,llms_membership,authority_source,captured_at,failure_kind
https://fermatmind.com/,https://fermatmind.com/,none,homepage,/,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:15.521Z,
https://fermatmind.com/en,https://fermatmind.com/en,en,homepage,/en,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:15.522Z,
https://fermatmind.com/en/about,https://fermatmind.com/en/about,en,content_page,/en/about,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:19.762Z,
https://fermatmind.com/en/articles,https://fermatmind.com/en/articles,en,article_hub,/en/articles,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,false,backend_sitemap_source,2026-08-10T04:05:20.173Z,
https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced,en,article_detail,/en/articles/are-infj-men-rare-or-socially-silenced,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:24.798Z,
https://fermatmind.com/en/articles/best-valentines-date-by-personality-and-relationship-science,https://fermatmind.com/en/articles/best-valentines-date-by-personality-and-relationship-science,en,article_detail,/en/articles/best-valentines-date-by-personality-and-relationship-science,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:25.402Z,
https://fermatmind.com/en/articles/big-five-conscientiousness-low-procrastination-task-plan,https://fermatmind.com/en/articles/big-five-conscientiousness-low-procrastination-task-plan,en,article_detail,/en/articles/big-five-conscientiousness-low-procrastination-task-plan,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:29.813Z,
https://fermatmind.com/en/articles/big-five-emotional-stability-stress-recovery-communication,https://fermatmind.com/en/articles/big-five-emotional-stability-stress-recovery-communication,en,article_detail,/en/articles/big-five-emotional-stability-stress-recovery-communication,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:30.386Z,
https://fermatmind.com/en/articles/big-five-personality-test-vs-mbti,https://fermatmind.com/en/articles/big-five-personality-test-vs-mbti,en,article_detail,/en/articles/big-five-personality-test-vs-mbti,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:35.744Z,
https://fermatmind.com/en/articles/career-interest-test-vs-personality-test,https://fermatmind.com/en/articles/career-interest-test-vs-personality-test,en,article_detail,/en/articles/career-interest-test-vs-personality-test,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:36.289Z,
https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice,https://fermatmind.com/en/articles/childhood-dream-job-still-shapes-career-choice,en,article_detail,/en/articles/childhood-dream-job-still-shapes-career-choice,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:40.445Z,
https://fermatmind.com/en/articles/choose-career-using-personality-tests,https://fermatmind.com/en/articles/choose-career-using-personality-tests,en,article_detail,/en/articles/choose-career-using-personality-tests,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:41.294Z,
https://fermatmind.com/en/articles/enneagram-workplace-friction-core-motivations,https://fermatmind.com/en/articles/enneagram-workplace-friction-core-motivations,en,article_detail,/en/articles/enneagram-workplace-friction-core-motivations,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:45.722Z,
https://fermatmind.com/en/articles/holland-career-interest-test-can-and-cannot-tell-you,https://fermatmind.com/en/articles/holland-career-interest-test-can-and-cannot-tell-you,en,article_detail,/en/articles/holland-career-interest-test-can-and-cannot-tell-you,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:46.547Z,
https://fermatmind.com/en/articles/hot-major-fit-riasec-course-career-checklist,https://fermatmind.com/en/articles/hot-major-fit-riasec-course-career-checklist,en,article_detail,/en/articles/hot-major-fit-riasec-course-career-checklist,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:49.994Z,
https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach,https://fermatmind.com/en/articles/how-16-personality-types-talk-to-an-ai-coach,en,article_detail,/en/articles/how-16-personality-types-talk-to-an-ai-coach,live_sitemap|backend_sitemap_source,200,RENDERED,"index, follow",indexable_observed,true,true,backend_sitemap_source,2026-08-10T04:05:50.384Z,
