batch_index,seed_ordinal,slug,title_en,title_zh_seed,soc_code_seed,onet_code_seed,batch_role,expected_locales
151,135,camera-operators-television-video-and-film,"Camera Operators, Television, Video, And Film",摄像操作员、电视、视频、电影,27-4031,27-4031.00,new_50,zh-CN|en
152,136,captains-mates-and-pilots-of-water-vessels,"Captains, Mates, And Pilots Of Water Vessels",大副、船舶,53-5021,53-5021.00,new_50,zh-CN|en
153,137,cardiovascular-technologists-and-technicians,Cardiovascular technologists and technicians,心血管技术员适合谁？,29-2031,29-2031.00,new_50,zh-CN|en
154,138,career-and-technical-education-teachers,"Career/Technical Education Teachers, Secondary School",中学职业/技术教育教师职业诊断,25-2032,25-2032.00,new_50,zh-CN|en
155,139,career-technical-education-teachers-middle-school,"Career/Technical Education Teachers, Middle School",教育教师,25-2023,25-2023.00,new_50,zh-CN|en
156,140,career-technical-education-teachers-postsecondary,"Career/Technical Education Teachers, Postsecondary",教育教师,25-1194,25-1194.00,new_50,zh-CN|en
157,141,career-technical-education-teachers-secondary-school,"Career/Technical Education Teachers, Secondary School",教育教师,25-2032,25-2032.00,new_50,zh-CN|en
158,142,cargo-and-freight-agents,Cargo And Freight Agents,货物与货运,43-5011,43-5011.00,new_50,zh-CN|en
159,143,carpenters,Carpenters,木工适合谁？,47-2031,47-2031.00,new_50,zh-CN|en
160,144,carpet-installers,Carpet Installers,地毯安装工,47-2041,47-2041.00,new_50,zh-CN|en
161,145,cartographers-and-photogrammetrists,Cartographers And Photogrammetrists,制图师与摄影测量师,17-1021,17-1021.00,new_50,zh-CN|en
162,147,cement-masons-and-concrete-finishers,Cement Masons And Concrete Finishers,水泥泥瓦工混凝土修整工,47-2051,47-2051.00,new_50,zh-CN|en
163,149,chemical-engineers,Chemical Engineers,化学工程师,17-2041,17-2041.00,new_50,zh-CN|en
164,150,chemical-equipment-operators-and-tenders,Chemical Equipment Operators And Tenders,设备操作员看护员,51-9011,51-9011.00,new_50,zh-CN|en
165,151,chemical-plant-and-system-operators,Chemical Plant And System Operators,操作员,51-8091,51-8091.00,new_50,zh-CN|en
166,152,chemical-technicians,Chemical Technicians,化学技术员,19-4031,19-4031.00,new_50,zh-CN|en
167,153,chemistry-teachers-postsecondary,"Chemistry Teachers, Postsecondary",高校化学教师,25-1052,25-1052.00,new_50,zh-CN|en
168,154,chemists,Chemists,化学家,19-2031,19-2031.00,new_50,zh-CN|en
169,155,chemists-and-materials-scientists,Chemists,化学家职业诊断,19-2031,19-2031.00,new_50,zh-CN|en
170,156,chief-executives,Chief Executives,首席执行官,11-1011,11-1011.00,new_50,zh-CN|en
171,157,chief-sustainability-officers,Chief Sustainability Officers,首席可持续发展官,11-1011,11-1011.03,new_50,zh-CN|en
172,158,child-family-and-school-social-workers,"Child, Family, And School Social Workers",儿童、家庭与学校社会工作者,21-1021,21-1021.00,new_50,zh-CN|en
173,159,childcare-workers,Childcare Workers,儿童照护人员,39-9011,39-9011.00,new_50,zh-CN|en
174,160,chiropractors,Chiropractors,整脊医师适合谁？,29-1011,29-1011.00,new_50,zh-CN|en
175,161,choreographers,Choreographers,编舞师,27-2032,27-2032.00,new_50,zh-CN|en
176,162,civil-engineering-technicians,Civil Engineering Technologists And Technicians,土木工程技师与技术员,17-3022,17-3022.00,new_50,zh-CN|en
177,164,claims-adjusters-appraisers-examiners-and-investigators,"Claims Adjusters, Examiners, And Investigators",理赔核损员、审查员与调查员,13-1031,13-1031.00,new_50,zh-CN|en
178,165,cleaners-of-vehicles-and-equipment,Cleaners Of Vehicles And Equipment,清洁工设备,53-7061,53-7061.00,new_50,zh-CN|en
179,166,cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders",金属设备操作员看护员,51-9192,51-9192.00,new_50,zh-CN|en
180,167,clergy,Clergy,神职人员,21-2011,21-2011.00,new_50,zh-CN|en
181,168,climate-change-policy-analysts,Climate Change Policy Analysts,气候变化政策分析师,19-2041,19-2041.01,new_50,zh-CN|en
182,169,clinical-and-counseling-psychologists,Clinical And Counseling Psychologists,临床与咨询心理学家,19-3033,19-3033.00,new_50,zh-CN|en
183,170,clinical-data-managers,Clinical Data Managers,临床数据经理,15-2051,15-2051.02,new_50,zh-CN|en
184,171,clinical-laboratory-technologists-and-technicians,Medical and Clinical Laboratory Technologists,医学与临床实验室技师职业诊断,29-2011,29-2011.00,new_50,zh-CN|en
185,172,clinical-neuropsychologists,Clinical Neuropsychologists,临床神经心理学家,19-3039,19-3039.03,new_50,zh-CN|en
186,173,clinical-nurse-specialists,Clinical Nurse Specialists,临床护士专员,29-1141,29-1141.04,new_50,zh-CN|en
187,174,clinical-research-coordinators,Clinical Research Coordinators,临床研究协调员,11-9121,11-9121.01,new_50,zh-CN|en
188,175,coaches-and-scouts,Coaches And Scouts,教练与球探,27-2022,27-2022.00,new_50,zh-CN|en
189,176,coating-painting-and-spraying-machine-setters-operators-and-tenders,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,51-9124,51-9124.00,new_50,zh-CN|en
190,177,coil-winders-tapers-and-finishers,"Coil Winders, Tapers, And Finishers",线圈绕线工、包扎工、修整工,51-2021,51-2021.00,new_50,zh-CN|en
191,178,coin-vending-and-amusement-machine-servicers-and-repairers,"Coin, Vending, And Amusement Machine Servicers And Repairers",自动售货、机器维修员,49-9091,49-9091.00,new_50,zh-CN|en
192,179,command-and-control-center-officers,Command And Control Center Officers,官,55-1015,55-1015.00,new_50,zh-CN|en
193,180,command-and-control-center-specialists,Command And Control Center Specialists,专员,55-3015,55-3015.00,new_50,zh-CN|en
194,181,commercial-and-industrial-designers,Commercial And Industrial Designers,商业与工业设计师,27-1021,27-1021.00,new_50,zh-CN|en
195,182,commercial-divers,Commercial Divers,商业潜水员,49-9092,49-9092.00,new_50,zh-CN|en
196,183,commercial-pilots,Commercial Pilots,商业飞行员,53-2012,53-2012.00,new_50,zh-CN|en
197,184,communications-teachers-postsecondary,"Communications Teachers, Postsecondary",传播教师,25-1122,25-1122.00,new_50,zh-CN|en
198,185,community-health-workers,Community health workers,社区健康工作者职业诊断,21-1094,21-1094.00,new_50,zh-CN|en
199,186,compensation-and-benefits-managers,Compensation and benefits managers,薪酬与福利经理职业诊断,11-3111,11-3111.00,new_50,zh-CN|en
200,187,compensation-benefits-and-job-analysis-specialists,"Compensation, benefits, and job analysis specialists",薪酬、福利与岗位分析专员适合谁？,13-1141,13-1141.00,new_50,zh-CN|en
