batch_index,seed_ordinal,slug,title_en,title_zh_seed,soc_code_seed,onet_code_seed,batch_role,expected_locales
251,239,crushing-grinding-and-polishing-machine-setters-operators-and-tenders,"Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,51-9021,51-9021.00,new_50,zh-CN|en
252,240,curators,Curators,策展人,25-4012,25-4012.00,new_50,zh-CN|en
253,241,customer-service-representatives,Customer Service Representatives,客户服务代表,43-4051,43-4051.00,new_50,zh-CN|en
254,242,customs-and-border-protection-officers,Customs And Border Protection Officers,海关官,33-3051,33-3051.04,new_50,zh-CN|en
255,243,customs-brokers,Customs Brokers,海关经纪人,13-1041,13-1041.08,new_50,zh-CN|en
256,244,cutters-and-trimmers-hand,"Cutters And Trimmers, Hand",切割工布置员、手工,51-9031,51-9031.00,new_50,zh-CN|en
257,245,cutting-and-slicing-machine-setters-operators-and-tenders,"Cutting And Slicing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,51-9032,51-9032.00,new_50,zh-CN|en
258,246,cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",机器铺设工、操作员、看护员、金属塑料,51-4031,51-4031.00,new_50,zh-CN|en
259,247,cytogenetic-technologists,Cytogenetic Technologists,技术专家,29-2011,29-2011.01,new_50,zh-CN|en
260,248,cytotechnologists,Cytotechnologists,细胞技术专家,29-2011,29-2011.02,new_50,zh-CN|en
