tier,surface,locale,url,run,status,ttfb,fcp,lcp,cls,tbt_proxy,bytes,evidence,limitation
"L3","mbti_base","en","https://fermatmind.com/en/personality/intp","1","success","82.80000001192093","232","232","0.04513888888888889","0","510441","LAB_ONLY","unthrottled; not field"
"L3","mbti_base","en","https://fermatmind.com/en/personality/intp","2","success","103.09999999403954","228","228","0.04513888888888889","0","510147","LAB_ONLY","unthrottled; not field"
"L3","mbti_base","en","https://fermatmind.com/en/personality/intp","3","success","76.5","200","200","0.04513888888888889","0","510146","LAB_ONLY","unthrottled; not field"
"L3","mbti_variant","en","https://fermatmind.com/en/personality/intp-a","1","success","154.90000000596046","1024","1024","0","0","385885","LAB_ONLY","unthrottled; not field"
"L3","mbti_variant","en","https://fermatmind.com/en/personality/intp-a","2","success","249","336","336","0.07701421800947868","0","385587","LAB_ONLY","unthrottled; not field"
"L3","mbti_variant","en","https://fermatmind.com/en/personality/intp-a","3","success","114.40000000596046","168","168","0.07701421800947868","0","352046","LAB_ONLY","unthrottled; not field"
"L3","mbti_comparison","zh","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","1","success","83.19999998807907","204","204","0.07701421800947868","0","381852","LAB_ONLY","unthrottled; not field"
"L3","mbti_comparison","zh","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","2","success","86.10000002384186","220","220","0.07701421800947868","0","381851","LAB_ONLY","unthrottled; not field"
"L3","mbti_comparison","zh","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","3","success","146.30000001192093","240","240","0.07701421800947868","0","381850","LAB_ONLY","unthrottled; not field"
"L3","mbti_cross_comparison","zh","https://fermatmind.com/zh/personality/intj-vs-intp","1","success","81.19999998807907","416","416","0.04513888888888889","0","381852","LAB_ONLY","unthrottled; not field"
"L3","mbti_cross_comparison","zh","https://fermatmind.com/zh/personality/intj-vs-intp","2","success","164.7999999821186","244","244","0.04513888888888889","0","381852","LAB_ONLY","unthrottled; not field"
"L3","mbti_cross_comparison","zh","https://fermatmind.com/zh/personality/intj-vs-intp","3","success","142.7999999821186","300","300","0.04513888888888889","0","380388","LAB_ONLY","unthrottled; not field"
"L3","enneagram_type","en","https://fermatmind.com/en/personality/enneagram/type-1","1","success","144","260","260","0.07701421800947868","0","379862","LAB_ONLY","unthrottled; not field"
"L3","enneagram_type","en","https://fermatmind.com/en/personality/enneagram/type-1","2","success","84.09999999403954","236","236","0.07701421800947868","0","379857","LAB_ONLY","unthrottled; not field"
"L3","enneagram_type","en","https://fermatmind.com/en/personality/enneagram/type-1","3","success","127.7000000178814","576","576","0.07701421800947868","0","379857","LAB_ONLY","unthrottled; not field"
"L3","enneagram_wing","zh","https://fermatmind.com/zh/personality/enneagram/wings/5w6","1","success","397.60000002384186","440","440","0.04513888888888889","0","380203","LAB_ONLY","unthrottled; not field"
"L3","enneagram_wing","zh","https://fermatmind.com/zh/personality/enneagram/wings/5w6","2","success","75.30000001192093","432","432","0.04513888888888889","0","380206","LAB_ONLY","unthrottled; not field"
"L3","enneagram_wing","zh","https://fermatmind.com/zh/personality/enneagram/wings/5w6","3","success","131.5","204","204","0.04513888888888889","0","380204","LAB_ONLY","unthrottled; not field"
"L3","enneagram_subtype","en","https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation","1","success","189.5","352","352","0.04513888888888889","0","379860","LAB_ONLY","unthrottled; not field"
"L3","enneagram_subtype","en","https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation","2","success","127.59999999403954","208","208","0.04513888888888889","0","379858","LAB_ONLY","unthrottled; not field"
"L3","enneagram_subtype","en","https://fermatmind.com/en/personality/enneagram/type-6/instincts/self-preservation","3","success","126.40000000596046","440","440","0.04513888888888889","0","405789","LAB_ONLY","unthrottled; not field"
"L3","article_traffic","zh","https://fermatmind.com/zh/articles/big-five-tool-guide","1","success","251.5","812","1252","0.47985781990521326","0","355816","LAB_ONLY","unthrottled; not field"
"L3","article_traffic","zh","https://fermatmind.com/zh/articles/big-five-tool-guide","2","success","574.1999999880791","616","2392","0.47985781990521326","0","1672020","LAB_ONLY","unthrottled; not field"
"L3","article_traffic","zh","https://fermatmind.com/zh/articles/big-five-tool-guide","3","success","343.60000002384186","392","760","0.47985781990521326","0","1671418","LAB_ONLY","unthrottled; not field"
"L3","article_near_winner","zh","https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained","1","success","145.5","644","2012","0.44822222222222224","0","381447","LAB_ONLY","unthrottled; not field"
"L3","article_near_winner","zh","https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained","2","success","211.40000000596046","400","1508","0.44822222222222224","0","381449","LAB_ONLY","unthrottled; not field"
"L3","article_near_winner","zh","https://fermatmind.com/zh/articles/riasec-holland-career-interest-test-explained","3","success","365.10000002384186","408","984","0.44822222222222224","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_authority","zh","https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained","1","success","451.59999999403954","2172","2172","0","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_authority","zh","https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained","2","success","1952.0999999940395","2800","2800","0","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_authority","zh","https://fermatmind.com/zh/articles/iq-test-score-and-limits-explained","3","success","7261.200000017881","7312","8692","0.47985781990521326","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_conversion","zh","https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan","1","success","203.90000000596046","2100","2100","0","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_conversion","zh","https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan","2","success","3226.5999999940395","3512","4016","0.04044444444444444","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_conversion","zh","https://fermatmind.com/zh/articles/major-career-mismatch-job-search-skills-plan","3","success","1980","2032","2348","0.44822222222222224","0","554683","LAB_ONLY","unthrottled; not field"
"L3","article_long_body","en","https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced","1","success","138","656","2348","0.47985781990521326","0","381367","LAB_ONLY","unthrottled; not field"
"L3","article_long_body","en","https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced","2","success","328.40000000596046","580","1600","0.07701421800947868","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_long_body","en","https://fermatmind.com/en/articles/are-infj-men-rare-or-socially-silenced","3","success","2177.199999988079","4356","4356","0","0","351712","LAB_ONLY","unthrottled; not field"
"L3","article_refresh_candidate","zh","https://fermatmind.com/zh/articles/mbti-basics","1","success","153","224","1700","0.44822222222222224","0","381445","LAB_ONLY","unthrottled; not field"
"L3","article_refresh_candidate","zh","https://fermatmind.com/zh/articles/mbti-basics","2","success","157.59999999403954","232","1492","0.44822222222222224","0","381447","LAB_ONLY","unthrottled; not field"
"L3","article_refresh_candidate","zh","https://fermatmind.com/zh/articles/mbti-basics","3","success","217.40000000596046","272","604","0.44822222222222224","0","381446","LAB_ONLY","unthrottled; not field"
"L3","article_en_pilot","en","https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test","1","success","193.5","268","1012","0.47985781990521326","0","381367","LAB_ONLY","unthrottled; not field"
"L3","article_en_pilot","en","https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test","2","success","186.69999998807907","724","1464","0.47985781990521326","0","381367","LAB_ONLY","unthrottled; not field"
"L3","article_en_pilot","en","https://fermatmind.com/en/articles/what-is-riasec-holland-code-career-interest-test","3","success","254.09999999403954","288","640","0.47985781990521326","0","381367","LAB_ONLY","unthrottled; not field"
